-2.98023e-08,-0.0917435,-0.0917435,-2.72447,-2.72447
-5.96046e-08,-0.0763893,-0.0763893,-2.72448,-2.72448
-5.96046e-08,-0.0416756,-0.0416756,-2.72451,-2.72451
-5.96046e-08,-0.0401497,-0.0401497,-2.72452,-2.72452
-5.96046e-08,-0.0486374,-0.0486374,-2.72455,-2.72455
-5.96046e-08,-0.04282,-0.04282,-2.72461,-2.72461
-5.96046e-08,-0.0164032,-0.0164032,-2.72463,-2.72463
-5.96046e-08,-0.00429153,-0.00429153,-2.72464,-2.72464
-5.96046e-08,0.0198364,0.0198364,-2.72467,-2.72467
-5.96046e-08,0.0230789,0.0230789,-2.72468,-2.72468
-5.96046e-08,0.026989,0.026989,-2.72474,-2.72474
-5.96046e-08,0.0307083,0.0307083,-2.72475,-2.72475
-5.96046e-08,0.012207,0.012207,-2.72477,-2.72477
-5.96046e-08,0.00562668,0.00562668,-2.72479,-2.72479
-5.96046e-08,-0.00553131,-0.00553131,-2.72481,-2.72481
-5.96046e-08,-0.0142097,-0.0142097,-2.72489,-2.72489
-5.96046e-08,-0.00619888,-0.00619888,-2.72491,-2.72491
-5.96046e-08,0.00181198,0.00181198,-2.72493,-2.72493
-5.96046e-08,0.0372887,0.0372887,-2.72494,-2.72494
-5.96046e-08,0.0516891,0.0516891,-2.72501,-2.72501
-5.96046e-08,0.0545502,0.0545502,-2.72503,-2.72503
-5.96046e-08,0.0411987,0.0411987,-2.72505,-2.72505
-5.96046e-08,0.0295639,0.0295639,-2.72506,-2.72506
-5.96046e-08,0.0330925,0.0330925,-2.72508,-2.72508
-5.96046e-08,0.0602722,0.0602722,-2.72514,-2.72514
-5.96046e-08,0.0692368,0.0692368,-2.72515,-2.72515
-5.96046e-08,0.0872612,0.0872612,-2.72516,-2.72516
-5.96046e-08,0.0902176,0.0902176,-2.72517,-2.72517
-5.96046e-08,0.0692368,0.0692368,-2.72518,-2.72518
-5.96046e-08,0.0465393,0.0465393,-2.72524,-2.72524
-5.96046e-08,0.018692,0.018692,-2.72526,-2.72526
-5.96046e-08,0.0043869,0.0043869,-2.72527,-2.72527
-5.96046e-08,-0.0275612,-0.0275612,-2.72528,-2.72528
-5.96046e-08,-0.0454903,-0.0454903,-2.7253,-2.7253
-5.96046e-08,-0.0713348,-0.0713348,-2.72536,-2.72536
-5.96046e-08,-0.0817299,-0.0817299,-2.72538,-2.72538
-5.96046e-08,-0.0843048,-0.0843048,-2.7254,-2.7254
-5.96046e-08,-0.0855446,-0.0855446,-2.72541,-2.72541
-5.96046e-08,-0.103283,-0.103283,-2.72543,-2.72543
-5.96046e-08,-0.0861168,-0.0861168,-2.72549,-2.72549
-5.96046e-08,-0.0525475,-0.0525475,-2.72551,-2.72551
-5.96046e-08,-0.0333786,-0.0333786,-2.72553,-2.72553
-5.96046e-08,-0.0198364,-0.0198364,-2.72554,-2.72554
-5.96046e-08,-0.00190735,-0.00190735,-2.72556,-2.72556
-5.96046e-08,0.00114441,0.00114441,-2.72562,-2.72562
-5.96046e-08,-0.00953674,-0.00953674,-2.72564,-2.72564
-5.96046e-08,-0.0154495,-0.0154495,-2.72566,-2.72566
-5.96046e-08,-0.0164032,-0.0164032,-2.72568,-2.72568
-5.96046e-08,-0.028801,-0.028801,-2.7257,-2.7257
-5.96046e-08,-0.0462532,-0.0462532,-2.72576,-2.72576
-5.96046e-08,-0.0620842,-0.0620842,-2.72578,-2.72578
-5.96046e-08,-0.0717163,-0.0717163,-2.7258,-2.7258
-5.96046e-08,-0.0720024,-0.0720024,-2.72582,-2.72582
-5.96046e-08,-0.0764847,-0.0764847,-2.72584,-2.72584
-5.96046e-08,-0.0757217,-0.0757217,-2.72592,-2.72592
-5.96046e-08,-0.0707626,-0.0707626,-2.72594,-2.72594
-5.96046e-08,-0.0415802,-0.0415802,-2.72596,-2.72596
-5.96046e-08,-0.0243187,-0.0243187,-2.72598,-2.72598
-5.96046e-08,-0.0229836,-0.0229836,-2.726,-2.726
-5.96046e-08,-0.0150681,-0.0150681,-2.72607,-2.72607
-5.96046e-08,0.00591278,0.00591278,-2.72609,-2.72609
-5.96046e-08,0.0127792,0.0127792,-2.72611,-2.72611
-5.96046e-08,0.0114441,0.0114441,-2.72613,-2.72613
-5.96046e-08,0.00486374,0.00486374,-2.72615,-2.72615
-5.96046e-08,0.019455,0.019455,-2.72622,-2.72622
-5.96046e-08,0.044632,0.044632,-2.72624,-2.72624
-5.96046e-08,0.0729561,0.0729561,-2.72625,-2.72625
-5.96046e-08,0.0687599,0.0687599,-2.72627,-2.72627
-5.96046e-08,0.0715256,0.0715256,-2.72629,-2.72629
-5.96046e-08,0.0741959,0.0741959,-2.72635,-2.72635
-5.96046e-08,0.07267,0.07267,-2.72636,-2.72636
-5.96046e-08,0.0669479,0.0669479,-2.72638,-2.72638
-5.96046e-08,0.0803947,0.0803947,-2.72639,-2.72639
-5.96046e-08,0.0839233,0.0839233,-2.7264,-2.7264
-5.96046e-08,0.0606537,0.0606537,-2.72646,-2.72646
-5.96046e-08,0.0515938,0.0515938,-2.72647,-2.72647
-5.96046e-08,0.0434875,0.0434875,-2.72649,-2.72649
-5.96046e-08,0.0342369,0.0342369,-2.7265,-2.7265
-5.96046e-08,0.0224113,0.0224113,-2.72651,-2.72651
-5.96046e-08,0.0258446,0.0258446,-2.72656,-2.72656
-5.96046e-08,0.0409126,0.0409126,-2.72658,-2.72658
-5.96046e-08,0.0470161,0.0470161,-2.72659,-2.72659
-5.96046e-08,0.0411987,0.0411987,-2.7266,-2.7266
-5.96046e-08,0.0361443,0.0361443,-2.72661,-2.72661
-5.96046e-08,0.0573158,0.0573158,-2.72666,-2.72666
-5.96046e-08,0.0712395,0.0712395,-2.72667,-2.72667
-5.96046e-08,0.0833511,0.0833511,-2.72668,-2.72668
-5.96046e-08,0.102711,0.102711,-2.72668,-2.72668
-5.96046e-08,0.117779,0.117779,-2.72669,-2.72669
-5.96046e-08,0.110245,0.110245,-2.72673,-2.72673
-5.96046e-08,0.0701904,0.0701904,-2.72674,-2.72674
-5.96046e-08,0.0418663,0.0418663,-2.72675,-2.72675
-5.96046e-08,-0.0082016,-0.0082016,-2.72676,-2.72676
-5.96046e-08,-0.0314713,-0.0314713,-2.72678,-2.72678
-5.96046e-08,-0.0575066,-0.0575066,-2.72685,-2.72685
-5.96046e-08,-0.065136,-0.065136,-2.72687,-2.72687
-5.96046e-08,-0.0703812,-0.0703812,-2.72688,-2.72688
-5.96046e-08,-0.0705719,-0.0705719,-2.7269,-2.7269
-5.96046e-08,-0.0565529,-0.0565529,-2.72691,-2.72691
-5.96046e-08,-0.036335,-0.036335,-2.72699,-2.72699
-5.96046e-08,-0.0323296,-0.0323296,-2.727,-2.727
-5.96046e-08,-0.0336647,-0.0336647,-2.72702,-2.72702
-5.96046e-08,-0.0472069,-0.0472069,-2.72703,-2.72703
-5.96046e-08,-0.0533104,-0.0533104,-2.72705,-2.72705
-5.96046e-08,-0.050354,-0.050354,-2.72712,-2.72712
-5.96046e-08,-0.0259399,-0.0259399,-2.72714,-2.72714
-5.96046e-08,0.0301361,0.0301361,-2.72715,-2.72715
-5.96046e-08,0.0605583,0.0605583,-2.72716,-2.72716
-5.96046e-08,0.0748634,0.0748634,-2.72718,-2.72718
